64 36 40
../_Textures/Map/TilesetNatureUP.png 24 21
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.125000 0.095238 0.166667 0.142857
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
