64 36 40
../_Textures/Map/TilesetNatureLeft.png 21 24
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.904762 0.041667 0.952381 0.083333
0.952381 0.041667 1.000000 0.083333
0.904762 0.041667 0.952381 0.083333
0.952381 0.041667 1.000000 0.083333
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.904762 0.000000 0.952381 0.041667
0.952381 0.000000 1.000000 0.041667
0.904762 0.000000 0.952381 0.041667
0.952381 0.000000 1.000000 0.041667
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.904762 0.041667 0.952381 0.083333
0.952381 0.041667 1.000000 0.083333
0.904762 0.041667 0.952381 0.083333
0.952381 0.041667 1.000000 0.083333
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.904762 0.000000 0.952381 0.041667
0.952381 0.000000 1.000000 0.041667
0.904762 0.000000 0.952381 0.041667
0.952381 0.000000 1.000000 0.041667
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.904762 0.041667 0.952381 0.083333
0.952381 0.041667 1.000000 0.083333
0.904762 0.041667 0.952381 0.083333
0.952381 0.041667 1.000000 0.083333
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.904762 0.000000 0.952381 0.041667
0.952381 0.000000 1.000000 0.041667
0.904762 0.000000 0.952381 0.041667
0.952381 0.000000 1.000000 0.041667
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.857143 0.000000 0.904762 0.041667
0.904762 0.041667 0.952381 0.083333
0.952381 0.041667 1.000000 0.083333
0.904762 0.041667 0.952381 0.083333
0.952381 0.041667 1.000000 0.083333
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
