64 36 40
../_Textures/Map/TilesetNatureRight.png 21 24
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.958333 0.047619 1.000000
0.047619 0.958333 0.095238 1.000000
0.000000 0.958333 0.047619 1.000000
0.047619 0.958333 0.095238 1.000000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.916667 0.047619 0.958333
0.047619 0.916667 0.095238 0.958333
0.000000 0.916667 0.047619 0.958333
0.047619 0.916667 0.095238 0.958333
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.095238 0.291667 0.142857 0.333333
0.142857 0.291667 0.190476 0.333333
0.190476 0.291667 0.238095 0.333333
0.095238 0.166667 0.142857 0.208333
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.095238 0.250000 0.142857 0.291667
0.142857 0.250000 0.190476 0.291667
0.190476 0.250000 0.238095 0.291667
0.095238 0.166667 0.142857 0.208333
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.095238 0.208333 0.142857 0.250000
0.142857 0.208333 0.190476 0.250000
0.190476 0.208333 0.238095 0.250000
0.095238 0.166667 0.142857 0.208333
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.095238 0.166667 0.142857 0.208333
0.142857 0.166667 0.190476 0.208333
0.190476 0.166667 0.238095 0.208333
0.095238 0.166667 0.142857 0.208333
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.958333 0.047619 1.000000
0.047619 0.958333 0.095238 1.000000
0.000000 0.958333 0.047619 1.000000
0.047619 0.958333 0.095238 1.000000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.083333 0.047619 0.125000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000
